20008|ING 100|Çevrimiçi/Online|<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|----|Cuma |0830/1129 |---- |100|0|ARC, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, DEN, ECNE, EEE, EFN, EHB, EHBE, ELK, ELKE, END, ENDE, ENTE, FIZ, GEM, GEO, GEOE, GID, ICM, INS, INSE, ISL, ISLE, JEF, JEO, KIM, KMM, KOM, KOME, MAD, MAK, MAT, MET, METE, MIM, MIME, MMD, MTO, PEME, PETE, SBP, SBPE, TEKE, UCK, UZBE, YZVE
21927|SES 414||Gülaram  Baltayeva|TMB|---- |/ |--- |5|0|SES
21928|MUT 102||Mehmet Haşim Açanal|TMB|---- |/ |--- |10|0|MTMY, MUT, MZT
21929|MUT 112||Hasan  Coşkun|TMB|---- |/ |--- |10|0|MTMM, MUT, MZT
21930|CAB 244||Alper  Rumelioğlu|TMB|Pazartesi |1530/1729 |--- |17|0|BST, CAB, CEB, KMP
21931|SES 414||Laçin  Modiri|TMB|---- |/ |--- |7|0|SES
21932|MUT 202||Ahmet Tunç Buyruklar|TMB|---- |/ |--- |10|0|MUT, MZT
21933|MUT 212||İbrahim  Coşkun|TMB|---- |/ |--- |10|0|MUT, MZT
21934|MUT 302||Ahmet Tunç Buyruklar|TMB|---- |/ |--- |10|0|MUT, MZT
21935|CAB 344||Devlet Devrim Öztaş|TMB|Çarşamba |1030/1229 |--- |17|0|BST, CAB, CEB, KMP, SES
21936|MUT 376||Şafak  Köksal|TMB|---- |/ |--- |10|0|MUT, MZT
21937|SES 414||Tuğçem  Kar|TMB|---- |/ |--- |7|0|SES
21938|MUT 402||Ahmet Tunç Buyruklar|TMB|---- |/ |--- |10|0|MTMY, MUT, MZT
21939|MUT 412||Şafak  Köksal|TMB|---- |/ |--- |10|0|MTMM, MUT, MZT
21940|SES 414||Fidan  Kurt Kasapbaşı|TMB|---- |/ |--- |8|0|SES
21941|CAB 190||Ayşegül  Kostak Toksoy, Ahmet Hakan Şensoy, Cem  Önertürk, Cenk  Öztürk|TMB|Cuma |1030/1229 |--- |15|0|BST, KMP
21942|MUT 386||Mehmet Cevdet Erek|TMB|---- |/ |--- |5|0|MUT, MZT
21943|MUT 386||Sair Sinan Kestelli|TMB|---- |/ |--- |5|0|MUT, MZT
21944|SES 410||Serap  Baltutan, Fidan  Kurt Kasapbaşı|TMB|---- |/ |--- |5|0|SES
21945|MUT 386||Gökhan  Deneç|TMB|---- |/ |--- |5|0|MUT, MZT
21946|MUT 386||İbrahim  Coşkun|TMB|---- |/ |--- |5|0|MUT, MZT
21947|MUT 386||Mustafa Aydın Öksüz|TMB|---- |/ |--- |5|0|MUT, MZT
21948|SES 410||Serap  Baltutan, Gülaram  Baltayeva|TMB|---- |/ |--- |5|0|SES
21949|MUT 386||Şafak  Köksal|TMB|---- |/ |--- |5|0|MUT, MZT
21950|SES 410||Serap  Baltutan, Laçin  Modiri|TMB|---- |/ |--- |5|0|SES
21951|MUT 486||Taylan  Özdemir|TMB|---- |/ |--- |5|0|MUT, MZT
21952|MUT 486||Sertaç  Kakı|TMB|---- |/ |--- |5|0|MUT, MZT
21953|CAB 290||Adnan  Koç, Ahmet Serhat Turunç, Cihan  Yurtcu, Tolgahan  Çoğulu|TMB|Cuma |1030/1229 |--- |15|0|BST, KMP
21954|SES 410||Serap  Baltutan, Tuğçem  Kar|TMB|---- |/ |--- |5|0|SES
21955|MUT 486||Can  Karadoğan|TMB|---- |/ |--- |5|0|MUT, MZT
21956|MUT 486||Mehmet  Tangör|TMB|---- |/ |--- |5|0|MUT, MZT
21957|SES 410||Ayşe Esin Şentürk, Fidan  Kurt Kasapbaşı|TMB|---- |/ |--- |5|0|SES
21958|MUT 486||Ahmet Tunç Buyruklar|TMB|---- |/ |--- |5|0|MUT, MZT
21959|MUT 486||Mehmet Haşim Açanal|TMB|---- |/ |--- |5|0|MUT, MZT
21960|SES 410||Ayşe Esin Şentürk, Gülaram  Baltayeva|TMB|---- |/ |--- |5|0|SES
21961|TEB 492||Eren  Özek|TMB|---- |/ |--- |100|0|TEB
21962|TEB 2116||Şirin  Karadeniz Güney|TMB|Pazartesi |1530/1729 |--- |10|0|CAB, SES, TEB
21963|SES 410||Ayşe Esin Şentürk, Laçin  Modiri|TMB|---- |/ |--- |5|0|SES
21964|TEB 2115||Recep  Gül|TMB|Perşembe |1530/1729 |--- |10|0|CAB, SES, TEB
21965|SES 410||Ayşe Esin Şentürk, Tuğçem  Kar|TMB|---- |/ |--- |5|0|SES
21966|SES 410||Sinem  Özdemir, Fidan  Kurt Kasapbaşı|TMB|---- |/ |--- |5|0|SES
21967|BIO 102E||Celaletdin  Ergun|MKB|Çarşamba |1230/1529 |D361A |50|0|IML, IMLE, MAK, MAKE
21968|SES 410||Sinem  Özdemir, Gülaram  Baltayeva|TMB|---- |/ |--- |5|0|SES
21969|IML 206||Hakan  Öksüzoğlu|MKBMKB|Salı Çarşamba |1130/1329 1130/1229 |D368A D368B |60|0|IML
21970|SES 410||Sinem  Özdemir, Laçin  Modiri|TMB|---- |/ |--- |5|0|SES
21971|CAB 444||Sıtkı Kandemir Basmacıoğlu|TMB|Çarşamba |1330/1529 |--- |17|0|BST, CAB, CEB, KMP, SES
21972|SES 410||Sinem  Özdemir, Tuğçem  Kar|TMB|---- |/ |--- |5|0|SES
21973|CAB 778||Metin  Eke|TMB|Salı |1330/1629 |--- |15|0|CAB, CEB
21974|CAB 776||Yelda  Özgen Öztürk|TMB|Perşembe |0930/1229 |--- |15|0|CAB, CEB
21975|CAB 782||Engin Şafak Gürler|TMBTMB|Pazartesi Salı |1030/1229 0830/1029 |--- --- |15|0|CAB, CEB
21976|CAB 794||Erdoğan  Eskimez|TMBTMB|Pazartesi Perşembe |1030/1229 1330/1529 |--- --- |15|0|CAB, CEB
21977|CAB 794||Mehmet  Bitmez|TMBTMB|Pazartesi Perşembe |1030/1229 1330/1529 |--- --- |15|0|CAB, CEB
21978|IML 311||Ali  Gökşenli|MKBMKB|Salı Perşembe |1330/1529 1130/1329 |D374 D374 |60|0|IML
21979|IML 312||Şafak  Yılmaz|MKBMKB|Salı Perşembe |1330/1529 1030/1229 |D376 D376 |60|0|IML
21980|IML 320||Ali İmre Aydeniz|MKBMKB|Pazartesi Perşembe |1330/1529 1430/1729 |D374 D374 |60|0|IML, IMLM
21981|IML 322||Mustafa Resa Becan|MKB|Cuma |1500/1759 |D374 |60|0|IML, IMLM
21982|IML 324E||Mustafa  Bakkal|MKBMKB|Çarşamba Perşembe |0830/0929 0830/1029 |D376 D376 |60|0|IML, IMLE
21983|IML 325E||Hülya  Yalçın|MKBMKB|Salı Çarşamba |1530/1629 1030/1229 |D376 D374 |60|0|IML, IMLE
21984|IML 326E||Ersan  Üstündağ|MKB|Salı |0830/1129 |D376 |60|0|IML, IMLE
21985|IML 338||Ramazan Murat  Tabanlı|MKBMKB|Pazartesi Çarşamba |0830/1029 0930/1029 |D376 D376 |60|0|IML
21986|IML 405||Turgut  Gülmez|MKB|---- |/ |--- |60|0|IML
21987|IML 402||Canan Gamze Güleryüz Parasız|MKB|---- |/ |--- |60|0|IML, IMLM
21988|IML 402E||Canan Gamze Güleryüz Parasız|MKB|---- |/ |--- |60|0|IMLE
21989|IML 404E||Canan Gamze Güleryüz Parasız|MKB|---- |/ |--- |60|0|IML
21990|IML 438E||Mustafa  Bakkal|MKB|Perşembe |1230/1529 |D376 |60|0|IML, IMLE
21991|IML 460||Ramazan Murat  Tabanlı|MKBMKB|Pazartesi Çarşamba |1030/1229 1030/1129 |D376 D376 |60|0|IML
21992|MAK 101||İsmail Yalçın Uralcan|MKB|Çarşamba |1330/1529 |KS |250|0|MAK
21993|MAK 111||İsmail Yalçın Uralcan|MKB|Çarşamba |1230/1329 |KS |250|0|MAK, MAKM
21994|ETK 101||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKB|Çarşamba |1430/1529 |D452 |250|0|IML, MAK
21995|MAK 104E||Bülent  Bölat|MKB|Pazartesi |0830/1129 |404 |60|0|IML, MAK
21996|MAK 104E||Atakan  Altınkaynak|MKB|Pazartesi |0830/1129 |406 |60|0|IML, MAK
21997|MAK 104E||Hülya  Yalçın|MKB|Pazartesi |0830/1129 |409 |60|0|IML, MAK
21998|MAK 104E||Kubilay  Yay|MKB|Perşembe |0830/1129 |406 |60|0|IML, MAK
21999|MAK 104E||Bülent  Bölat|MKB|Perşembe |1330/1629 |406 |60|0|IML, MAK
22000|MAK 105||Cevat Erdem  İmrak|MKBMKB|Salı Perşembe |0830/1029 0830/1129 |R354 R354 |75|0|IML, MAK
22001|MAK 105||Serpil  Kurt Habiboğlu|MKBMKB|Salı Perşembe |0830/1029 0830/1129 |R358 R358 |75|0|IML, MAK
22002|MAK 105||Yusuf Ziya Kocabal|MKBMKB|Salı Perşembe |0830/1029 0830/1129 |R362 R362 |75|0|IML, MAK
22003|MAK 105||Yusuf Ziya Kocabal|MKBMKB|Çarşamba Cuma |0830/1029 0830/1129 |R358 R358 |75|0|IML, MAK
22004|MAK 110E||Ali İmre Aydeniz|MKB|Çarşamba |0830/1229 |409 |80|0|IML, MAK, MKN
22005|MAK 110E||Ali İmre Aydeniz|MKB|Perşembe |0830/1229 |409 |80|0|IML, MAK, MKN
22006|MAK 110E||Erkan  Günpınar|MKB|Cuma |0830/1229 |409 |80|0|IML, MAK, MKN
22007|MAK 114||Merve  Acer|MKB|Salı |0830/1129 |D351 |80|0|IML, MAK
22008|MAK 114||Sinem  Öztürk|MKB|Salı |0830/1129 |D353 |80|0|IML, MAK
22009|MAK 114||Adem  Candaş|MKB|Salı |0830/1129 |D355 |80|0|IML, MAK
22010|MAK 118||Emrecan  Söylemez|MKB|Salı |1330/1629 |D351 |80|0|MAK, MKN
22011|MAK 118||Mehmet Salih  Dokuz|MKB|Salı |1330/1629 |D353 |80|0|MAK, MKN
22012|MAK 118||Sevinç Ayşe Zaloğlu|MKB|Salı |1330/1629 |D355 |80|0|MAK, MKN
22013|MAK 200||Serpil  Kurt Habiboğlu|MKB|---- |/ |--- |80|0|IML, MAK
22014|MAK 200||Yusuf Ziya Kocabal|MKB|---- |/ |--- |80|0|IML, MAK
22015|MAK 202E||Alper Tolga  Çalık|MKB|Pazartesi |0830/1129 |D351 |80|0|IML, MAK
22016|MAK 202E||Hikmet  Arslan|MKB|Pazartesi |0830/1129 |D353 |80|0|IML, MAK
22017|MAK 202E||Alper Tolga  Çalık|MKB|Pazartesi |1430/1729 |D355 |80|0|IML, MAK
22019|MAK 210E||Sinem  Öztürk|MKBMKB|Çarşamba Perşembe |1330/1529 1330/1529 |R358 R358 |80|0|IML, IMLE, MAK, MAKE
22020|MAK 210E||Merve  Acer|MKBMKB|Çarşamba Perşembe |1330/1529 1330/1529 |A363 A363 |80|0|IML, IMLE, MAK, MAKE
22021|MAK 211E||Hakan  Öksüzoğlu|MKB|Salı |0830/1129 |D357 |60|0|IML, MAK
22022|MAK 211E||Hacı Abdullah Taşdemir|MKB|Salı |0830/1129 |D359 |60|0|IML, MAK
22023|MAK 213||Celaletdin  Ergun|MKBMKB|Pazartesi Cuma |1530/1729 1600/1759 |D357 D357 |60|0|IML, MAK
22024|MAK 213||Alaeddin Burak İrez|MKBMKB|Pazartesi Cuma |1530/1729 1600/1759 |A201 A201 |60|0|IML, MAK
22025|CAB 730||Şendoğan  Karadeli|TMBTMB|Salı Perşembe |1330/1529 1330/1529 |--- --- |15|0|CAB, CEB
22026|CAB 792||Erdoğan  Eskimez|TMB|Perşembe |1530/1729 |--- |15|0|CAB, CEB
22027|CAB 2124||Mehru  Ensari|TMB|Perşembe |1330/1529 |--- |5|0|CAB
22028|CAB 178||Mehru  Ensari|TMB|Salı |1330/1529 |--- |17|0|MTR, MUT, MUZ, MZT, SES
22029|CAB 1014||Zeynep  Barut|TMB|Pazartesi |1330/1529 |--- |5|0|MTR, MUT, MUZ, MZT
22030|MAK 215||Ayşegül  Abuşoğlu|MKBMKB|Salı Cuma |1530/1729 1500/1559 |D357 D357 |60|0|MAK
22031|MAK 215||Seyhan  Onbaşıoğlu|MKBMKB|Salı Cuma |1530/1729 1500/1559 |D359 D359 |60|0|MAK
22032|MAK 217||Sevinç Ayşe Zaloğlu|MKBMKB|Pazartesi Cuma |1330/1529 1030/1229 |A201 A201 |90|0|MAK, MAKM, MKN
22033|MAK 217||Sinem  Öztürk|MKBMKB|Pazartesi Cuma |1530/1729 1500/1659 |A363 A363 |90|0|MAK, MAKM, MKN
22034|MAK 218||Bayram  Şahin|MKBMKB|Pazartesi Cuma |1530/1729 1600/1759 |D368B D368B |40|0|IML
22035|MAK 219||Adil  Yücel|MKBMKB|Salı Perşembe |1330/1529 1530/1729 |D318 D318 |120|0|MAK, MKN
22036|MAK 220||Emin  Sünbüloğlu|MKBMKB|Salı Perşembe |1330/1529 1530/1729 |A101 A101 |80|0|MAK, MKN
22037|MAK 220||Süreyya Ergün  Bozdağ|MKBMKB|Salı Perşembe |1330/1529 1530/1729 |A363 A363 |80|0|MAK, MKN
22038|MUK 205||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKBMKB|Perşembe Cuma |0830/1129 0830/1029 |D361A D361A |60|0|IML, MAK, MAKM, MKN
22039|MAK 224E||Alaeddin Burak İrez|MKB|Salı |1130/1329 |D351 |60|0|IML, MAK
22040|MAK 224E||Ersan  Üstündağ|MKB|Salı |1130/1329 |D353 |60|0|IML, MAK
22041|MAK 224E||Levent  Trabzon|MKB|Salı |1130/1329 |D355 |60|0|IML, MAK
22042|MAK 226||Yakup Erhan Böke|MKBMKB|Perşembe Cuma |1230/1329 1030/1229 |D351 D351 |90|0|MAK
22043|MAK 226||Ersin  Sayar|MKBMKB|Perşembe Cuma |1230/1329 1030/1229 |D353 D353 |90|0|MAK
22044|MAK 226||Mustafa  Özdemir|MKBMKB|Perşembe Cuma |1230/1329 1030/1229 |D355 D355 |90|0|MAK
22045|MAK 228||Erkan  Ayder|MKB|Pazartesi |1130/1429 |A101 |60|0|MAK, MAKM
22046|MAK 228||Kadir  Kırkköprü|MKB|Pazartesi |1130/1429 |A363 |60|0|MAK, MAKM
22047|MAK 228||Levent Ali  Kavurmacıoğlu|MKB|Pazartesi |1130/1429 |D318 |60|0|MAK, MAKM
22048|MAK 229||Hakan  Öksüzoğlu|MKBMKB|Pazartesi Perşembe |1030/1129 1330/1529 |D355 D355 |60|0|MAK
22049|MAK 229||Sertaç  Çadırcı|MKB|Pazartesi |1130/1429 |D355 |60|0|MAK
22050|MAK 229||Hasan  Güneş|MKB|Pazartesi |1130/1429 |D357 |60|0|MAK
22051|MAK 230E||Mustafa Resa Becan|MKB|Salı |0830/1129 |404 |100|0|IML, MAK
22052|MAK 230E||Barış  Doğru|MKB|Çarşamba |0830/1129 |404 |100|0|IML, MAK
22053|MAK 312||Senem  Kurşun Bahadır|MKBMKB|Salı Çarşamba |1530/1729 1030/1229 |A501 A501 |90|0|IML, MAK, MAKM, MKN
22054|MAK 312||Ayhan  Kural|MKBMKB|Salı Çarşamba |1530/1729 1030/1229 |D318 D318 |90|0|IML, MAK, MAKM, MKN
22055|MAK 313||İsmail Yalçın Uralcan|MKBMKB|Pazartesi Çarşamba |0830/1029 0830/1029 |D381A D381A |60|0|MAK, MAKM
22056|MAK 313||Lütfullah  Kuddusi|MKBMKB|Pazartesi Çarşamba |0830/1029 0830/1029 |A363 A363 |60|0|MAK, MAKM
22057|MAK 314||Süreyya Ergün  Bozdağ|MKB|Cuma |1500/1759 |A101 |90|0|MAK
22058|MAK 315||Vahit  Mermertaş|MKB|Pazartesi |1130/1429 |D317 |60|0|IML, MAK, MAKM, MKN
22059|MAK 324||Haluk  Erol|MKB|Pazartesi |1430/1729 |D318 |60|0|MAK, MAKM, MKN
22060|MAK 324||Özgür  Turhan|MKB|Pazartesi |1430/1729 |A101 |60|0|MAK, MAKM, MKN
22061|MAK 324||Vahit  Mermertaş|MKB|Pazartesi |1430/1729 |D351 |60|0|MAK, MAKM, MKN
22062|MAK 333||Ayhan  Kural|MKBMKB|Salı Cuma |1130/1329 0830/1029 |D357 D357 |60|0|IML, MAK
22063|MAK 333||Senem  Kurşun Bahadır|MKBMKB|Salı Cuma |1130/1329 0830/1029 |A201 A201 |60|0|IML, MAK
22064|MAK 333E||Erdinç  Altuğ|MKBMKB|Salı Cuma |1130/1329 0830/1029 |D317 D317 |60|0|IML, IMLE, MAK, MAKE, MAKM, TEK, TEKE
22065|MAK 339||Atakan  Altınkaynak|MKBMKB|Salı Perşembe |0830/1129 1030/1229 |D318 D318 |50|0|MAK, MKN
22066|MAK 339||Cemal  Baykara|MKBMKB|Salı Perşembe |0830/1129 1030/1229 |D317 D317 |50|0|MAK, MKN
22067|MAK 339||Hikmet  Kocabaş|MKBMKB|Salı Perşembe |0830/1129 1030/1229 |D331 D331 |50|0|MAK, MKN
22068|MAK 342||Vedat  Temiz|MKBMKB|Salı Perşembe |0830/1029 1030/1229 |A101 A101 |50|0|MAK, MAKM, MKN
22069|MAK 342||İbrahim Mehmet  Palabıyık|MKBMKB|Salı Perşembe |0830/1029 1030/1229 |A201 A201 |50|0|MAK, MAKM, MKN
22070|MAK 342||Zeynep  Parlar|MKBMKB|Salı Perşembe |0830/1029 1030/1229 |D368A D368A |50|0|MAK, MAKM, MKN
22071|MAK 353||Murat  Vural, Turgut  Gülmez|MKBMKB|Perşembe Cuma |0830/1029 0830/1029 |D361B D361B |60|0|MAK, MAKM
22072|MAK 353||Şafak  Yılmaz, Ali  Gökşenli|MKBMKB|Perşembe Cuma |0830/1029 1030/1229 |D368B D368B |60|0|MAK, MAKM
22073|MAK 372E||Ata  Muğan|MKB|Çarşamba |1230/1529 |A201 |100|0|IML, MAK, MAKE, MAKM
22074|MAK 372E||Mesut  Kırca|MKB|Çarşamba |1230/1529 |D318 |100|0|IML, MAK, MAKE, MAKM
22075|MAK 372E||Emin  Sünbüloğlu|MKB|Çarşamba |1230/1529 |A101 |100|0|IML, MAK, MAKE, MAKM
22076|MAK 376E||Sertaç  Çadırcı|MKB|Çarşamba |1230/1529 |D317 |80|0|MAK, MAKE, MAKM
22077|MAK 378E||Levent  Trabzon|MKB|Cuma |1500/1759 |D318 |90|0|IML, IMLE, MAK, MAKE
22078|MAK 380||Ersin  Sayar|MKB|Perşembe |1330/1629 |D361A |60|0|MAK
22079|MAK 390||Mustafa  Özdemir|MKB|Perşembe |1330/1629 |D361B |60|0|MAK
22080|MAK 403||Vedat  Temiz|MKB|---- |/ |--- |60|0|MAK
22081|MAK 403||Zeynep  Parlar|MKB|---- |/ |--- |60|0|MAK
22082|MAK 405||Vedat  Temiz, Zeynep  Parlar, İbrahim Mehmet  Palabıyık|MKB|Pazartesi |1430/1729 |A501 |80|0|IML, MAK
22083|MAK 401||Adil  Yücel|MKB|---- |/ |--- |120|0|MAK
22084|MAK 401E||Adil  Yücel|MKB|---- |/ |--- |120|0|MAKE
22085|MAK 402||Adil  Yücel|MKB|---- |/ |--- |120|0|MAK
22086|MAK 402E||Adil  Yücel|MKB|---- |/ |--- |120|0|MAKE
22087|MAK 404E||Adil  Yücel|MKB|---- |/ |--- |120|0|MAK
22088|MAK 492||Adil  Yücel|MKB|---- |/ |--- |200|0|MAK
22089|MAK 492E||Adil  Yücel|MKB|---- |/ |--- |200|0|MAK, MAKE
22090|IML 492||Adil  Yücel|MKB|---- |/ |--- |200|0|IML
22091|IML 492E||Adil  Yücel|MKB|---- |/ |--- |200|0|IML, IMLE
22092|MAK 4901||Adil  Yücel|MKB|---- |/ |--- |200|0|MAK
22093|CAB 1102||İbragım  Orazov|TMB|Pazartesi |1330/1529 |--- |5|0|MTR, MUT, MUZ, MZT
22094|MAK 4901E||Adil  Yücel|MKB|---- |/ |--- |200|0|MAK
22095|IML 4901||Adil  Yücel|MKB|---- |/ |--- |200|0|IML
22096|IML 4901E||Adil  Yücel|MKB|---- |/ |--- |200|0|IML
22097|CAB 152||Ayşe Serap Çağlayan|TMB|Pazartesi |1330/1529 |--- |5|0|CGM3, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES
22098|MAK 4902||Adil  Yücel|MKB|---- |/ |--- |200|0|MAK
22099|MAK 4902E||Adil  Yücel|MKB|---- |/ |--- |200|0|MAK
22100|CAB 152||Ayşegül  Kostak Toksoy|TMB|Pazartesi |1330/1529 |--- |5|0|CGM3, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES
22101|IML 4902||Adil  Yücel|MKB|---- |/ |--- |200|0|IML
22102|IML 4902E||Adil  Yücel|MKB|---- |/ |--- |200|0|IML
22103|CAB 154||Göknil Bişak Özdemir|TMB|Pazartesi |1330/1529 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES
22104|MAK 4004||Süreyya Ergün  Bozdağ|MKB|Pazartesi |1030/1329 |D359 |50|0|MAK
22105|MAK 4018E||Ali  Gökşenli|MKB|Pazartesi |1030/1329 |D360 |50|0|IML, IMLE, MAK, MAKE
22106|MAK 4029E||İlyas Bedii Özdemir|MOB|Pazartesi |1030/1329 |212 |50|0|MAKE
22107|MAK 4038E||Ayşegül  Abuşoğlu|MKB|Pazartesi |1030/1329 |D361A |50|0|MAK, MAKE
22108|MAK 4070E||Osman Akın  Kutlar|MOB|Pazartesi |1030/1329 |--- |50|0|MAK, MAKE, MAKM
22109|CAB 154||Birol  Yayla|TMB|Pazartesi |1330/1529 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES
22110|MAK 4032||Canan Gamze Güleryüz Parasız|MKB|Salı |1130/1429 |D359 |50|0|IML, MAK
22111|MAK 4043||Mesut  Gür, Nurdil  Eskin|MKB|Salı |1130/1429 |D360 |50|0|MAK
22112|CAB 158||Şendoğan  Karadeli|TMB|Pazartesi |1330/1529 |--- |5|0|CGM1, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES, THO
22113|MAK 4016||Kadir  Kırkköprü|MKB|Salı |1130/1429 |D361A |50|0|MAK
22114|MAK 4034||Murat  Vural|MKB|Salı |1130/1429 |D361B |50|0|IML, MAK
22115|CAB 158||Metin  Eke|TMB|Pazartesi |1330/1529 |--- |5|0|CGM1, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES, THO
22116|MAK 4054E||Zeki Yağız Bayraktaroğlu|MKB|Salı |1130/1429 |D368B |50|0|IML, MAK, MAKE
22117|MAK 4057E||Özgen  Akalın|MOB|Salı |1130/1429 |--- |50|0|MAK, MAKE
22118|CAB 158||Engin Şafak Gürler|TMB|Pazartesi |1330/1529 |--- |5|0|CGM1, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES, THO
22119|MAK 4030||Vedat  Temiz|MKB|Cuma |0830/1129 |D376 |50|0|MAK
22120|CAB 158||Adnan  Koç|TMB|Pazartesi |1330/1529 |--- |5|0|CGM1, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES, THO
22121|MAK 4042||Erkan  Ayder|MKB|Cuma |0830/1129 |A101 |50|0|MAK
22122|MAK 4062E||Osman Taha Şen|MOB|Cuma |0830/1129 |--- |50|0|MAKE
22123|CAB 158||Erdoğan  Eskimez|TMB|Pazartesi |1330/1529 |--- |5|0|CGM1, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES, THO
22124|MAK 4066||Kubilay  Yay|MOB|Cuma |0830/1129 |--- |50|0|MAK
22125|MAK 4068||İlker Murat Koç|MKB|Cuma |0830/1129 |D359 |50|0|IML, MAK, MAKM
22126|CAB 160||Mehmet  Bitmez|TMB|Pazartesi |1330/1529 |--- |5|0|CGM4, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES
22127|MAK 4079||Mert  Gür|MKB|Cuma |0830/1129 |D360 |50|0|MAK
22128|MAK 4040||Yakup Erhan Böke|MKB|Perşembe |1330/1629 |D368A |50|0|MAK
22129|CAB 160||Osman  Kırklıkçı|TMB|Pazartesi |1330/1529 |--- |5|0|CGM4, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES
22130|MEK 205||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKB|Pazartesi |0930/1229 |D368A |100|0|END, IML, ISL, MAKM
22131|CAB 160||Sarper  Eroğlu|TMB|Pazartesi |1330/1529 |--- |6|0|CGM4, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, SES
22132|MEK 205E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKB|Perşembe |0830/1129 |A363 |100|0|END, ENDE, IMLE, ISL, ISLE
22133|MEK 207||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKBMKB|Pazartesi Salı |1330/1529 1430/1729 |D368A D368A |100|0|IML, MAKM
22134|CAB 164||Cem  Ekmen|TMB|Pazartesi |1330/1529 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUZ, THO
22135|TER 201E||<a title="21 Şubat 2022 tarihinde açıklanacaktır.">***</a>|MKB|Çarşamba |0930/1229 |D368A |100|0|CEV, CEVE, CHZE, DENE, END, ENDE, GEME, GEMK, ISL, ISLE, JEF, JEOE, KMME, KOME, MAD, PETE, TEK, TEKE
22136|JEF 432E||Doğa  Doğan|MDB|Cuma |0830/1129 |D106 |10|0|JEF, JEFE, JEFM
22137|CAB 168||Sezgin  Unan|TMB|Pazartesi |1330/1529 |--- |5|0|MTR, MUZ, THO
22138|CAB 170||Hatice  Doğan Sevinç|TMB|Pazartesi |1330/1529 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT
22139|CAB 170||Neva  Özgen Kösoğlu|TMB|Pazartesi |1330/1529 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT
22140|CAB 174||Aydın  Balcı|TMB|Pazartesi |1330/1529 |--- |5|0|MUZ, THO
22141|CAB 176||Ferhan  Yeprem|TMB|Pazartesi |1330/1529 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, THO
22142|CAB 176||Kadir  Verim|TMB|Pazartesi |1330/1529 |--- |5|0|CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT, THO
22143|CAB 180||Eyüp  Uzunkaya|TMB|Pazartesi |1330/1529 |--- |7|0|THO
22144|CAB 188||Tufan  Kurdoğlu|TMB|Pazartesi |1330/1529 |--- |5|0|CGM2, CGM6, CGM7, CGM8, MTR, MUT, MUZ, MZT
22147|ICM 246E||Seniye Banu Garip|MMBMMB|Pazartesi Perşembe |1330/1729 1330/1729 |--- --- |20|0|ICM
22148|ICM 246E||Özge  Cordan|MMBMMB|Pazartesi Perşembe |1330/1729 1330/1729 |--- --- |20|0|ICM
22149|ICM 246E||Zeynep  Birgönül|MMBMMB|Pazartesi Perşembe |1330/1729 1330/1729 |--- --- |20|0|ICM
22150|ICM 206E||Zeynep  Birgönül|MMB|Cuma |0830/1229 |--- |80|0|ICM
22151|ICM 349E||Seniye Banu Garip|MMBMMB|Pazartesi Perşembe |1330/1729 1330/1729 |--- --- |2|0|ICM
22152|ICM 349E||Özge  Cordan|MMBMMB|Pazartesi Perşembe |1330/1729 1330/1729 |--- --- |2|0|ICM
22153|ICM 349E||Zeynep  Birgönül|MMBMMB|Pazartesi Perşembe |1330/1729 1330/1729 |--- --- |2|0|ICM, ICMM
22154|ICM 374||Gülfer  Oraz|MMB|Pazartesi |0830/1229 |--- |80|0|ICM
22155|ICM 368E||Mehmet Serkan Yatağan|MMB|Perşembe |0830/1329 |--- |80|0|ICM
22156|ICM 346||Mehmet Serkan Yatağan|MMB|Çarşamba |0830/1229 |--- |80|0|ICM
